3hwe,B,Up and Down Barrel,beta
3hwe,C,Up and Down Barrel,beta
3hwf,A,Up and Down Barrel,beta
3hwf,B,Up and Down Barrel,beta
3hwf,C,Up and Down Barrel,beta
3hwg,A,Up and Down Barrel,beta
1lcw,A,Up and Down Barrel,beta
3hwg,B,Up and Down Barrel,beta
1lcw,B,Up and Down Barrel,beta
3hwg,C,Up and Down Barrel,beta
3u9p,C,Up and Down Barrel,beta
3u9p,D,Up and Down Barrel,beta
1bsy,A,Up and Down Barrel,beta
3bs2,A,Up and Down Barrel,beta
3bsz,E,Up and Down Barrel,beta
3cqr,B,Up and Down Barrel,beta
3bsz,F,Up and Down Barrel,beta
3cqn,A,Up and Down Barrel,beta
3cqn,B,Up and Down Barrel,beta
4enq,B,Up and Down Barrel,beta
4enw,C,Up and Down Barrel,beta
1x71,A,Up and Down Barrel,beta
1x71,B,Up and Down Barrel,beta
1x71,C,Up and Down Barrel,beta
2r56,A,Up and Down Barrel,beta
1lf7,A,Up and Down Barrel,beta
4o3x,B,Up and Down Barrel,beta
2r56,B,Up and Down Barrel,beta
4o3y,A,Up and Down Barrel,beta
4o3z,A,Up and Down Barrel,beta
4o3w,A,Up and Down Barrel,beta
3l4r,A,Up and Down Barrel,beta
4qrl,A,Up and Down Barrel,beta
3vhm,B,Up and Down Barrel,beta
3vhm,C,Up and Down Barrel,beta
1dzj,A,Up and Down Barrel,beta
1dzp,A,Up and Down Barrel,beta
1dzj,B,Up and Down Barrel,beta
1dzp,B,Up and Down Barrel,beta
1dzk,A,Up and Down Barrel,beta
1dzm,A,Up and Down Barrel,beta
1dzm,B,Up and Down Barrel,beta
1dzk,B,Up and Down Barrel,beta
2hzr,A,Up and Down Barrel,beta
2hzq,A,Up and Down Barrel,beta
1g85,A,Up and Down Barrel,beta
1g85,B,Up and Down Barrel,beta
4gjs,A,Up and Down Barrel,beta
4gjs,B,Up and Down Barrel,beta
4gjv,A,Up and Down Barrel,beta
2gj5,A,Up and Down Barrel,beta
2lbv,A,Up and Down Barrel,beta
4dq3,A,Up and Down Barrel,beta
3fiq,A,Up and Down Barrel,beta
3fiq,B,Up and Down Barrel,beta
1lcz,A,Up and Down Barrel,beta
1lcz,B,Up and Down Barrel,beta
1lcv,A,Up and Down Barrel,beta
1lnm,A,Up and Down Barrel,beta
3fw4,A,Up and Down Barrel,beta
3fw5,A,Up and Down Barrel,beta
3fw5,B,Up and Down Barrel,beta
3fw5,C,Up and Down Barrel,beta
3fw4,C,Up and Down Barrel,beta
3ebk,A,Up and Down Barrel,beta
3ebk,B,Up and Down Barrel,beta
4dne,A,Up and Down Barrel,beta
4dne,B,Up and Down Barrel,beta
3fmz,A,Up and Down Barrel,beta
3fmz,B,Up and Down Barrel,beta
3t1d,A,Up and Down Barrel,beta
3t1d,B,Up and Down Barrel,beta
3t1d,C,Up and Down Barrel,beta
1jv4,A,Up and Down Barrel,beta
3g7x,A,Up and Down Barrel,beta
3g7x,B,Up and Down Barrel,beta
3ped,A,Up and Down Barrel,beta
3pec,A,Up and Down Barrel,beta
3pec,B,Up and Down Barrel,beta
3ped,B,Up and Down Barrel,beta
3pec,C,Up and Down Barrel,beta
3ped,C,Up and Down Barrel,beta
3by0,A,Up and Down Barrel,beta
3by0,B,Up and Down Barrel,beta
3by0,C,Up and Down Barrel,beta
2dm5,A,Up and Down Barrel,beta
3lhn,A,Up and Down Barrel,beta
3fdc,A,Up and Down Barrel,beta
2rtr,B,Up and Down Barrel,beta
3fdc,B,Up and Down Barrel,beta
2rtr,D,Up and Down Barrel,beta
1ei5,A,Up and Down Barrel,beta
4cpf,A,Up and Down Barrel,beta
4cpe,A,Up and Down Barrel,beta
4cpe,B,Up and Down Barrel,beta
4cph,A,Up and Down Barrel,beta
4cph,B,Up and Down Barrel,beta
4cph,C,Up and Down Barrel,beta
4cpi,A,Up and Down Barrel,beta
4cph,D,Up and Down Barrel,beta
4cpi,B,Up and Down Barrel,beta
4cpi,C,Up and Down Barrel,beta
4cpi,D,Up and Down Barrel,beta
2q03,A,Up and Down Barrel,beta
2q03,B,Up and Down Barrel,beta
2a8g,A,Up and Down Barrel,beta
2a8g,B,Up and Down Barrel,beta
1g90,A,Up and Down Barrel,beta
2y3f,A,Up and Down Barrel,beta
2y32,A,Up and Down Barrel,beta
2y32,B,Up and Down Barrel,beta
2y3e,B,Up and Down Barrel,beta
2y32,C,Up and Down Barrel,beta
2y32,D,Up and Down Barrel,beta
1i4u,A,Up and Down Barrel,beta
1i4u,B,Up and Down Barrel,beta
2rth,B,Up and Down Barrel,beta
2rtq,B,Up and Down Barrel,beta
2rtq,D,Up and Down Barrel,beta
2rtk,A,Up and Down Barrel,beta
2rte,B,Up and Down Barrel,beta
2rtl,A,Up and Down Barrel,beta
2rti,B,Up and Down Barrel,beta
2rtc,B,Up and Down Barrel,beta
2rtg,B,Up and Down Barrel,beta
2rtm,A,Up and Down Barrel,beta
2rto,B,Up and Down Barrel,beta
2rtj,A,Up and Down Barrel,beta
2rtf,B,Up and Down Barrel,beta
2rtn,B,Up and Down Barrel,beta
2rte,D,Up and Down Barrel,beta
2rtc,D,Up and Down Barrel,beta
2rtg,D,Up and Down Barrel,beta
2rta,A,Up and Down Barrel,beta
2rtf,D,Up and Down Barrel,beta
2rto,D,Up and Down Barrel,beta
2rtp,B,Up and Down Barrel,beta
2rtn,D,Up and Down Barrel,beta
2rtd,B,Up and Down Barrel,beta
2rtb,B,Up and Down Barrel,beta
2rtp,D,Up and Down Barrel,beta
2rtd,D,Up and Down Barrel,beta
2rtb,D,Up and Down Barrel,beta
2mlh,A,Up and Down Barrel,beta
1hn2,A,Up and Down Barrel,beta
1hn2,B,Up and Down Barrel,beta
3vgw,A,Up and Down Barrel,beta
3vgw,C,Up and Down Barrel,beta
3vgw,D,Up and Down Barrel,beta
3vgw,G,Up and Down Barrel,beta
3vgw,H,Up and Down Barrel,beta
1n9y,A,Up and Down Barrel,beta
1n9m,A,Up and Down Barrel,beta
1n9y,B,Up and Down Barrel,beta
1n9m,B,Up and Down Barrel,beta
1n9y,C,Up and Down Barrel,beta
1n9m,C,Up and Down Barrel,beta
1n9y,D,Up and Down Barrel,beta
2hlv,A,Up and Down Barrel,beta
2k23,A,Up and Down Barrel,beta
4irw,A,Up and Down Barrel,beta
3bx8,A,Up and Down Barrel,beta
3bx8,B,Up and Down Barrel,beta
3bx8,C,Up and Down Barrel,beta
3bx8,D,Up and Down Barrel,beta
3bx8,E,Up and Down Barrel,beta
3bx8,F,Up and Down Barrel,beta
3bx8,G,Up and Down Barrel,beta
3bx8,H,Up and Down Barrel,beta
1qqs,A,Up and Down Barrel,beta
4jo6,A,Up and Down Barrel,beta
4jo6,B,Up and Down Barrel,beta
4jo6,C,Up and Down Barrel,beta
4jo6,D,Up and Down Barrel,beta
1n4j,A,Up and Down Barrel,beta
1n43,A,Up and Down Barrel,beta
3gaq,A,Up and Down Barrel,beta
3gaq,B,Up and Down Barrel,beta
1s5l,O,Up and Down Barrel,beta
3qkg,A,Up and Down Barrel,beta
3cbc,A,Up and Down Barrel,beta
3cbc,B,Up and Down Barrel,beta
3cbc,C,Up and Down Barrel,beta
2rn4,A,Up and Down Barrel,beta
4bqu,A,Up and Down Barrel,beta
2qmi,A,Up and Down Barrel,beta
2qmi,B,Up and Down Barrel,beta
2qmi,C,Up and Down Barrel,beta
2qmi,D,Up and Down Barrel,beta
2qmi,E,Up and Down Barrel,beta
2qmi,F,Up and Down Barrel,beta
2qmi,G,Up and Down Barrel,beta
2qmi,H,Up and Down Barrel,beta
1oh2,P,Up and Down Barrel,beta
1oh2,Q,Up and Down Barrel,beta
1oh2,R,Up and Down Barrel,beta
2ove,A,Up and Down Barrel,beta
4tlj,A,Up and Down Barrel,beta
4tlj,B,Up and Down Barrel,beta
1yp7,A,Up and Down Barrel,beta
1yp6,A,Up and Down Barrel,beta
2avi,A,Up and Down Barrel,beta
2avi,B,Up and Down Barrel,beta
3zui,A,Up and Down Barrel,beta
1ave,A,Up and Down Barrel,beta
1avd,A,Up and Down Barrel,beta
1ave,B,Up and Down Barrel,beta
1avd,B,Up and Down Barrel,beta
4gzv,A,Up and Down Barrel,beta
4gzv,B,Up and Down Barrel,beta
4gzv,C,Up and Down Barrel,beta
4gzv,D,Up and Down Barrel,beta
2ozq,A,Up and Down Barrel,beta
4gzv,E,Up and Down Barrel,beta
4gzv,F,Up and Down Barrel,beta
4gzv,G,Up and Down Barrel,beta
4gzv,H,Up and Down Barrel,beta
1hxz,A,Up and Down Barrel,beta
1hxl,A,Up and Down Barrel,beta
1hxl,B,Up and Down Barrel,beta
1hxz,B,Up and Down Barrel,beta
2lfu,A,Up and Down Barrel,beta
4lzv,A,Up and Down Barrel,beta
3wzo,A,Up and Down Barrel,beta
3wzo,B,Up and Down Barrel,beta
4imo,A,Up and Down Barrel,beta
4imn,A,Up and Down Barrel,beta
1stp,A,Up and Down Barrel,beta
2of8,A,Up and Down Barrel,beta
2of8,B,Up and Down Barrel,beta
1obq,A,Up and Down Barrel,beta
1obq,B,Up and Down Barrel,beta
1obu,A,Up and Down Barrel,beta
1obu,B,Up and Down Barrel,beta
1obp,A,Up and Down Barrel,beta
1obp,B,Up and Down Barrel,beta
2x45,A,Up and Down Barrel,beta
2x46,A,Up and Down Barrel,beta
2x45,B,Up and Down Barrel,beta
2x45,C,Up and Down Barrel,beta
4l3r,A,Up and Down Barrel,beta
4l3r,B,Up and Down Barrel,beta
4bod,A,Up and Down Barrel,beta
4boe,A,Up and Down Barrel,beta
2ovd,A,Up and Down Barrel,beta
1h91,A,Up and Down Barrel,beta
1h91,B,Up and Down Barrel,beta
2jmm,A,Up and Down Barrel,beta
4psq,B,Up and Down Barrel,beta
4psq,A,Up and Down Barrel,beta
2a2u,A,Up and Down Barrel,beta
2a2u,B,Up and Down Barrel,beta
2a2g,A,Up and Down Barrel,beta
2a2g,B,Up and Down Barrel,beta
2a2g,C,Up and Down Barrel,beta
2a2g,D,Up and Down Barrel,beta
2a2u,C,Up and Down Barrel,beta
2a2u,D,Up and Down Barrel,beta
3rdq,A,Up and Down Barrel,beta
3rdo,A,Up and Down Barrel,beta
3rdm,A,Up and Down Barrel,beta
3rdu,A,Up and Down Barrel,beta
3rdx,A,Up and Down Barrel,beta
2rd7,C,Up and Down Barrel,beta
3rdx,B,Up and Down Barrel,beta
2l5p,A,Up and Down Barrel,beta
3npo,A,Up and Down Barrel,beta
1qfv,A,Up and Down Barrel,beta
1qft,A,Up and Down Barrel,beta
1qfv,B,Up and Down Barrel,beta
1qft,B,Up and Down Barrel,beta
1lel,A,Up and Down Barrel,beta
1lel,B,Up and Down Barrel,beta
4k19,A,Up and Down Barrel,beta
4k19,B,Up and Down Barrel,beta
4k19,C,Up and Down Barrel,beta
3cmp,A,Up and Down Barrel,beta
2cm4,A,Up and Down Barrel,beta
3cmp,C,Up and Down Barrel,beta
2cm9,A,Up and Down Barrel,beta
4i95,A,Up and Down Barrel,beta
1i9h,A,Up and Down Barrel,beta
4i95,B,Up and Down Barrel,beta
1i9h,B,Up and Down Barrel,beta
3szi,A,Up and Down Barrel,beta
3szi,B,Up and Down Barrel,beta
3szj,A,Up and Down Barrel,beta
3szi,C,Up and Down Barrel,beta
3szh,A,Up and Down Barrel,beta
3szi,D,Up and Down Barrel,beta
3szj,B,Up and Down Barrel,beta
3szh,B,Up and Down Barrel,beta
3szi,E,Up and Down Barrel,beta
3szh,C,Up and Down Barrel,beta
3szh,D,Up and Down Barrel,beta
3szi,G,Up and Down Barrel,beta
3szh,E,Up and Down Barrel,beta
3szi,H,Up and Down Barrel,beta
3szh,F,Up and Down Barrel,beta
3szi,I,Up and Down Barrel,beta
3szi,K,Up and Down Barrel,beta
3szi,J,Up and Down Barrel,beta
3szi,L,Up and Down Barrel,beta
2wwp,A,Up and Down Barrel,beta
2wwp,B,Up and Down Barrel,beta
2wr6,A,Up and Down Barrel,beta
2l9c,A,Up and Down Barrel,beta
1gka,A,Up and Down Barrel,beta
3zq3,A,Up and Down Barrel,beta
3zq3,B,Up and Down Barrel,beta
3zq3,C,Up and Down Barrel,beta
3zq3,D,Up and Down Barrel,beta
2q4i,B,Up and Down Barrel,beta
1mk5,A,Up and Down Barrel,beta
1mk5,B,Up and Down Barrel,beta
1xki,A,Up and Down Barrel,beta
3ojy,C,Up and Down Barrel,beta
2ooj,A,Up and Down Barrel,beta
2ooj,B,Up and Down Barrel,beta
1jmz,A,Up and Down Barrel,beta
1jmx,A,Up and Down Barrel,beta
1jzu,A,Up and Down Barrel,beta
4ggr,A,Up and Down Barrel,beta
4ggt,A,Up and Down Barrel,beta
4ggt,B,Up and Down Barrel,beta
4ggz,A,Up and Down Barrel,beta
4ggz,B,Up and Down Barrel,beta
4ggz,C,Up and Down Barrel,beta
1gt1,A,Up and Down Barrel,beta
1gt4,A,Up and Down Barrel,beta
1gt5,A,Up and Down Barrel,beta
1gt4,B,Up and Down Barrel,beta
1gt5,B,Up and Down Barrel,beta
1gt1,B,Up and Down Barrel,beta
1gt3,A,Up and Down Barrel,beta
1gt3,B,Up and Down Barrel,beta
2gtl,M,Up and Down Barrel,beta
2gtl,O,Up and Down Barrel,beta
1s2p,A,Up and Down Barrel,beta
1s2p,B,Up and Down Barrel,beta
3s26,A,Up and Down Barrel,beta
2c1s,A,Up and Down Barrel,beta
2c1q,A,Up and Down Barrel,beta
4hfo,A,Up and Down Barrel,beta
4hfo,B,Up and Down Barrel,beta
4hfo,C,Up and Down Barrel,beta
4hfo,D,Up and Down Barrel,beta
4hfo,I,Up and Down Barrel,beta
4hfo,J,Up and Down Barrel,beta
4hfo,K,Up and Down Barrel,beta
4hfo,L,Up and Down Barrel,beta
3kq0,A,Up and Down Barrel,beta
1ldo,A,Up and Down Barrel,beta
1ldo,B,Up and Down Barrel,beta
1ldq,A,Up and Down Barrel,beta
1ldq,B,Up and Down Barrel,beta
3dsz,A,Up and Down Barrel,beta
3dsz,B,Up and Down Barrel,beta
3t2w,A,Up and Down Barrel,beta
3t2x,A,Up and Down Barrel,beta
3t2x,B,Up and Down Barrel,beta
3t2x,C,Up and Down Barrel,beta
3t2x,D,Up and Down Barrel,beta
2mf6,A,Up and Down Barrel,beta
2mf6,D,Up and Down Barrel,beta
2mf6,B,Up and Down Barrel,beta
2mf6,C,Up and Down Barrel,beta
4lzu,A,Up and Down Barrel,beta
4bbo,A,Up and Down Barrel,beta
1bbp,A,Up and Down Barrel,beta
4bbo,B,Up and Down Barrel,beta
4bbo,C,Up and Down Barrel,beta
1bbp,B,Up and Down Barrel,beta
4bbo,D,Up and Down Barrel,beta
1bbp,C,Up and Down Barrel,beta
1bbp,D,Up and Down Barrel,beta
2e4j,A,Up and Down Barrel,beta
2of9,A,Up and Down Barrel,beta
2ofa,A,Up and Down Barrel,beta
2ofa,B,Up and Down Barrel,beta
2ofb,A,Up and Down Barrel,beta
2ofb,B,Up and Down Barrel,beta
1nc9,A,Up and Down Barrel,beta
1nc9,B,Up and Down Barrel,beta
1nc9,C,Up and Down Barrel,beta
1nc9,D,Up and Down Barrel,beta
3mbt,A,Up and Down Barrel,beta
1str,B,Up and Down Barrel,beta
1str,D,Up and Down Barrel,beta
1sts,B,Up and Down Barrel,beta
1sts,D,Up and Down Barrel,beta
1luq,A,Up and Down Barrel,beta
1luq,B,Up and Down Barrel,beta
1exs,A,Up and Down Barrel,beta
4kr4,B,Up and Down Barrel,beta
4kr8,B,Up and Down Barrel,beta
1nqm,A,Up and Down Barrel,beta
1nqn,A,Up and Down Barrel,beta
1nqm,B,Up and Down Barrel,beta
1nqm,C,Up and Down Barrel,beta
1nqn,B,Up and Down Barrel,beta
1nqm,D,Up and Down Barrel,beta
2mhl,A,Up and Down Barrel,beta
3wzn,A,Up and Down Barrel,beta
3wzn,B,Up and Down Barrel,beta
3wzp,A,Up and Down Barrel,beta
3wzq,C,Up and Down Barrel,beta
3wzp,B,Up and Down Barrel,beta
3wzq,D,Up and Down Barrel,beta
3wzp,C,Up and Down Barrel,beta
3wzp,D,Up and Down Barrel,beta
4gh7,A,Up and Down Barrel,beta
4gh7,C,Up and Down Barrel,beta
2gh7,A,Up and Down Barrel,beta
2gh7,B,Up and Down Barrel,beta
4orx,A,Up and Down Barrel,beta
4orx,B,Up and Down Barrel,beta
4ors,A,Up and Down Barrel,beta
4ors,B,Up and Down Barrel,beta
4ory,A,Up and Down Barrel,beta
4orr,A,Up and Down Barrel,beta
4ory,B,Up and Down Barrel,beta
4orw,A,Up and Down Barrel,beta
4oru,A,Up and Down Barrel,beta
4ory,C,Up and Down Barrel,beta
4orw,B,Up and Down Barrel,beta
4oru,B,Up and Down Barrel,beta
4ory,D,Up and Down Barrel,beta
4ory,E,Up and Down Barrel,beta
4ory,F,Up and Down Barrel,beta
4ory,G,Up and Down Barrel,beta
1mm5,A,Up and Down Barrel,beta
1mm9,A,Up and Down Barrel,beta
3mm0,A,Up and Down Barrel,beta
2q39,A,Up and Down Barrel,beta
3mm0,B,Up and Down Barrel,beta
3mm0,C,Up and Down Barrel,beta
3mm0,D,Up and Down Barrel,beta
4q35,A,Up and Down Barrel,beta
3mm0,F,Up and Down Barrel,beta
1erb,A,Up and Down Barrel,beta
2wpu,A,Up and Down Barrel,beta
1slg,B,Up and Down Barrel,beta
1sle,B,Up and Down Barrel,beta
1slg,D,Up and Down Barrel,beta
1slf,B,Up and Down Barrel,beta
1sld,B,Up and Down Barrel,beta
1sle,D,Up and Down Barrel,beta
1slf,D,Up and Down Barrel,beta
3k3l,A,Up and Down Barrel,beta
3k3l,C,Up and Down Barrel,beta
1i05,A,Up and Down Barrel,beta
3i0a,A,Up and Down Barrel,beta
1i06,A,Up and Down Barrel,beta
1i04,A,Up and Down Barrel,beta
3i0a,C,Up and Down Barrel,beta
1dfv,A,Up and Down Barrel,beta
1dfv,B,Up and Down Barrel,beta
1df8,A,Up and Down Barrel,beta
1df8,B,Up and Down Barrel,beta
1yup,B,Up and Down Barrel,beta
1yup,D,Up and Down Barrel,beta
1yup,F,Up and Down Barrel,beta
1yup,G,Up and Down Barrel,beta
1yup,H,Up and Down Barrel,beta
3mg5,A,Up and Down Barrel,beta
3mg5,B,Up and Down Barrel,beta
3mg5,C,Up and Down Barrel,beta
3mg5,D,Up and Down Barrel,beta
2f01,A,Up and Down Barrel,beta
2f01,B,Up and Down Barrel,beta
3n6r,A,Up and Down Barrel,beta
1gm6,A,Up and Down Barrel,beta
1hbp,A,Up and Down Barrel,beta
1n7y,A,Up and Down Barrel,beta
4n7c,A,Up and Down Barrel,beta
1n7y,B,Up and Down Barrel,beta
1n7y,D,Up and Down Barrel,beta
4n7d,A,Up and Down Barrel,beta
1kt3,A,Up and Down Barrel,beta
4kt5,A,Up and Down Barrel,beta
2kt4,B,Up and Down Barrel,beta
1kt5,A,Up and Down Barrel,beta
4kt5,B,Up and Down Barrel,beta
1kt4,A,Up and Down Barrel,beta
1kt7,A,Up and Down Barrel,beta
1kt6,A,Up and Down Barrel,beta
1aqb,A,Up and Down Barrel,beta
4oka,A,Up and Down Barrel,beta
3apw,A,Up and Down Barrel,beta
3apw,B,Up and Down Barrel,beta
3apx,A,Up and Down Barrel,beta
3apv,A,Up and Down Barrel,beta
3apv,B,Up and Down Barrel,beta
3apu,A,Up and Down Barrel,beta
3apu,B,Up and Down Barrel,beta
1jyd,A,Up and Down Barrel,beta
1jyj,A,Up and Down Barrel,beta
3uaq,A,Up and Down Barrel,beta
3uaq,B,Up and Down Barrel,beta
3ry2,A,Up and Down Barrel,beta
3ry1,B,Up and Down Barrel,beta
3ry2,B,Up and Down Barrel,beta
3ry1,D,Up and Down Barrel,beta
3brn,A,Up and Down Barrel,beta
3brn,B,Up and Down Barrel,beta
1brq,A,Up and Down Barrel,beta
1brp,A,Up and Down Barrel,beta
4omx,A,Up and Down Barrel,beta
3x00,D,Up and Down Barrel,beta
4omw,A,Up and Down Barrel,beta
4omw,B,Up and Down Barrel,beta
4omw,C,Up and Down Barrel,beta
2xf2,A,Up and Down Barrel,beta
2xf2,E,Up and Down Barrel,beta
1ndj,B,Up and Down Barrel,beta
1ndj,C,Up and Down Barrel,beta
1ndj,D,Up and Down Barrel,beta
1ngl,A,Up and Down Barrel,beta
4bj8,B,Up and Down Barrel,beta
4bj8,F,Up and Down Barrel,beta
4bj8,G,Up and Down Barrel,beta
4bj8,H,Up and Down Barrel,beta
4bj8,I,Up and Down Barrel,beta
4bj8,J,Up and Down Barrel,beta
4bj8,K,Up and Down Barrel,beta
4bj8,M,Up and Down Barrel,beta
4bj8,N,Up and Down Barrel,beta
4bj8,O,Up and Down Barrel,beta
3t6f,A,Up and Down Barrel,beta
3t6l,A,Up and Down Barrel,beta
3t6f,B,Up and Down Barrel,beta
1srg,A,Up and Down Barrel,beta
1sre,A,Up and Down Barrel,beta
1srh,A,Up and Down Barrel,beta
1srg,B,Up and Down Barrel,beta
1sri,A,Up and Down Barrel,beta
1srh,B,Up and Down Barrel,beta
1srj,A,Up and Down Barrel,beta
1sre,B,Up and Down Barrel,beta
1srf,A,Up and Down Barrel,beta
1srj,B,Up and Down Barrel,beta
1sri,B,Up and Down Barrel,beta
1srf,B,Up and Down Barrel,beta
1gxa,A,Up and Down Barrel,beta
3vhi,B,Up and Down Barrel,beta
3vhh,C,Up and Down Barrel,beta
3vhh,D,Up and Down Barrel,beta
3vhi,D,Up and Down Barrel,beta
3bu9,A,Up and Down Barrel,beta
3bu1,A,Up and Down Barrel,beta
1mup,A,Up and Down Barrel,beta
1pts,A,Up and Down Barrel,beta
1pts,B,Up and Down Barrel,beta
2kc0,A,Up and Down Barrel,beta
2izc,B,Up and Down Barrel,beta
2izf,B,Up and Down Barrel,beta
2izc,D,Up and Down Barrel,beta
2iza,A,Up and Down Barrel,beta
2izf,D,Up and Down Barrel,beta
2izk,A,Up and Down Barrel,beta
2ize,B,Up and Down Barrel,beta
2izd,B,Up and Down Barrel,beta
2izl,B,Up and Down Barrel,beta
2izb,A,Up and Down Barrel,beta
2izg,B,Up and Down Barrel,beta
2ize,D,Up and Down Barrel,beta
2izl,D,Up and Down Barrel,beta
2izd,D,Up and Down Barrel,beta
2izi,A,Up and Down Barrel,beta
2izj,A,Up and Down Barrel,beta
2izh,B,Up and Down Barrel,beta
4u3q,A,Up and Down Barrel,beta
4u3q,B,Up and Down Barrel,beta
1pbo,A,Up and Down Barrel,beta
1pbo,B,Up and Down Barrel,beta
1pby,A,Up and Down Barrel,beta
2ge4,A,Up and Down Barrel,beta
3ge2,A,Up and Down Barrel,beta
4get,A,Up and Down Barrel,beta
4get,B,Up and Down Barrel,beta
4ge1,A,Up and Down Barrel,beta
4get,C,Up and Down Barrel,beta
4get,D,Up and Down Barrel,beta
4ge1,B,Up and Down Barrel,beta
4ge1,C,Up and Down Barrel,beta
2a5c,A,Up and Down Barrel,beta
2a5c,B,Up and Down Barrel,beta
4ge1,D,Up and Down Barrel,beta
2a5b,A,Up and Down Barrel,beta
2a5b,B,Up and Down Barrel,beta
4gf4,A,Up and Down Barrel,beta
2r73,A,Up and Down Barrel,beta
2r73,B,Up and Down Barrel,beta
2r74,A,Up and Down Barrel,beta
2r73,C,Up and Down Barrel,beta
2r74,B,Up and Down Barrel,beta
2r73,D,Up and Down Barrel,beta
3wyq,A,Up and Down Barrel,beta
3wyp,A,Up and Down Barrel,beta
3wyq,B,Up and Down Barrel,beta
3wyp,B,Up and Down Barrel,beta
3wyp,D,Up and Down Barrel,beta
